,ts_code,exchange,business_scope
4310,603839.SH,SSE,许可项目：医用口罩生产；消毒剂生产(不含危险化学品)；第二类增值电信业务；艺术品进出口；货物进出口；技术进出口；进出口代理(依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以审批结果为准)。一般项目：服装制造；服饰制造；服装服饰批发；服装服饰零售；针织或钩针编织物及其制品制造；针纺织品销售；羽毛(绒)及制品制造；家用纺织制成品制造；日用杂品制造；日用百货销售；鞋制造；箱包制造；鞋帽批发；鞋帽零售；箱包销售；鞋和皮革修理；体育用品制造；体育用品及器材批发；体育用品及器材零售；日用口罩(非医用)生产；日用口罩(非医用)销售；医用口罩批发；医用口罩零售；特种劳动防护用品生产；特种劳动防护用品销售；劳动保护用品生产；劳动保护用品销售；医护人员防护用品批发；医护人员防护用品零售；日用化学产品制造；个人卫生用品销售；卫生用品和一次性使用医疗用品销售；消毒剂销售(不含危险化学品)；会议及展览服务；娱乐性展览；互联网销售(除销售需要许可的商品)(除依法须经批准的项目外，凭营业执照依法自主开展经营活动)。
4311,603797.SH,SSE,市政给水、污水处理项目、生态环境治理工程的投资及运营；再生资源回收利用加工与销售；环境污染防治专用设备的生产和销售、技术咨询及配套服务；高科技产品开发。(依法须经批准的项目，经相关部门批准后方可开展经营活动。)
4312,300912.SZ,SZSE,船舶、机动车尾气净化装置、汽车零部件的研发、生产、销售、技术咨询、技术转让、技术服务；通用机械的技术开发、技术服务及销售；普通货运；自营和代理各类商品及技术的进出口业务(国家限定企业经营或禁止进出口的商品和技术除外)。(依法须经批准的项目，经相关部门批准后方可开展经营活动)
4313,600905.SH,SSE,风能、太阳能的开发、投资；清洁能源、水利、水电、电力、供水、清淤、滩涂围垦、环境工程、种植业、养殖业、旅游业的投资；投资咨询；资产托管、投资顾问；机械成套设备及配件的制造、销售；承包境内水利电力工程和国际招标工程；与上述业务相关的技术、信息咨询服务。(“1、未经有关部门批准，不得以公开方式募集资金；2、不得公开开展证券类产品和金融衍生品交易活动；3、不得发放贷款；4、不得对所投资企业以外的其他企业提供担保；5、不得向投资者承诺投资本金不受损失或者承诺最低收益”；企业依法自主选择经营项目，开展经营活动；依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事本市产业政策禁止和限制类项目的经营活动。)
4314,002898.SZ,SZSE,药品、食品、营养食品、保健食品、保健品、医疗机械的研发、生产和技术服务；中成药、化学原料药、化学药制剂、抗生素原料药、抗生素制剂、生化药品的批发；预包装食品、食品、保健品、保健食品的销售；化工产品及原料(不含化学危险品)的批发，企业策划；咨询与调查；房屋、机械设备的租赁。
4315,601928.SH,SSE,许可经营项目：出版物批发零售，增值电信业务(第二类增值电信业务中的在线数据处理与交易处理业务)，预包装食品(不含冷藏冷冻食品)销售。一般经营项目：纸及纸制品、文教用品的销售，货物包装，货物托运，仓储，国际货物运输代理，出版发行信息服务，物流信息咨询，出版发行营销策划，人才培训，软件开发、销售，计算机系统集成、服务，电子与智能化工程施工，销售计算机硬件、软件及辅助设备、通讯设备，自营和代理各类商品及技术的进出口业务，房屋租赁，设计、制作、代理、发布国内各类广告(分支机构经营)，多媒体教学设备与仪器、体育用品、乐器、通信设备、工艺美术品、实验室设备、幼教类玩具销售；纺织、服装及日用品、机械设备、五金交电及电子产品、钢结构及其产品、家具、书架、办公家具、储物柜、文件柜、密集架销售，厨房设备和音、体、美教学仪器设备销售，钢、木、橡塑课桌椅及餐桌椅销售。
4316,605118.SH,SSE,光学仪器制造；光电子产品制造；汽车零部件及配件制造；经营本企业自产产品的出口业务和本企业所需的机械设备、零配件、原辅材料的进口业务(不另附进出口商品目录)，但国家限定公司经营或禁止进出口的商品及技术除外。
4317,603233.SH,SSE,批发：中药材(收购)、中药饮片、中成药、化学药制剂、抗生素原料药、抗生素制剂、生化药品、生物制品(除疫苗)、蛋白同化制剂、肽类激素(胰岛素)，五金产品、电子产品；零售(连锁)：中药饮片，中成药，化学药制剂，抗生素制剂，生化药品，生物制品(除疫苗)；保健食品连锁经营；食品经营管理；批发兼零售：特殊食品(保健食品、特殊医学用途配方食品、婴幼儿配方乳粉、其他婴幼儿配方食品)，预包装食品；普通货运；呼叫中心业务、信息服务业务(仅限互联网信息服务和移动网信息服务业务)；销售(含网上销售)：医疗器械，眼镜，福利彩票，充值卡，农副产品，化妆品，日用百货，消毒用品，个人护理用品，家居护理用品，文具用品，普通机械，五金、交电，计算机，家用电器，电子产品，健身器材，饰物，食品添加剂，宠物用品，纺织品及针织品，服装，家庭用品，花卉，通信设备，矿产品，建材，化工产品；票务服务；仓储，冷库服务，人力资源服务；会议、展览服务；企业管理咨询，经济信息咨询；母婴保健；家政、职业中介服务；生物技术开发；眼镜加工。下列项目由分支机构经营：门诊部(所)，验光配镜服务，零售处方药、非处方药；商贸信息咨询，商品推广宣传，营销策划；项目投资；货物进出口；设计、制作、代理、发布各类广告；代收水电费；房屋及柜台租赁服务及其相关业务策划；贸易经纪与代理；项目投资管理；组织文化艺术交流活动；包装、仓储、装卸搬运，运输代理；机械设备租赁；电子产品、日用品维修；技术进出口；中药材种植；养老院、医院、康复中心管理服务；健康管理咨询；以特许经营方式从事商业活动；品牌策划咨询；冷藏车道路运输；烟草；蟑螂药、散装食品、金融类、跨境电商电子商务服务。(依法须经批准的项目，经相关部门批准后方可开展经营活动)
4318,002937.SZ,SZSE,电子元器件(包括频率控制与选择元件)、电子产品配件、塑料制品、五金配件、模具及其配件研发、设计、制造、加工；电镀加工。(依法须经批准的项目，经相关部门批准后方可开展经营活动)
4319,603963.SH,SSE,生产和销售自产的大容量注射剂、小容量注射剂(含非最终灭菌)，中药前处理及提取。(依法须经批准的项目，经相关部门批准后方可开展经营活动)
4320,603958.SH,SSE,鞋、包、服装服饰及皮革制品的研发、设计、批发、零售、佣金代理(拍卖除外)，并提供相关配套服务；服饰配件、床上用品、婴儿用品、饰品、玩具、化妆品、卫生用品、玻璃制品、陶瓷制品、电子设备、电子产品、数码配件、家用电器、五金交电、照明设备、纸制品、日用百货、钟表、眼镜(隐形眼镜除外)、文具、工艺品、体育用品的批发、零售、佣金代理(拍卖除外)；上述货物及技术的进出口业务；食品销售(按《食品经营许可证》核定范围经营)；道路普通货物运输。(依法须经批准的项目，经相关部门批准后方可开展经营活动)
4321,603085.SH,SSE,经依法登记，公司的经营范围为：车辆、飞机、铁路机车、船舶座椅及内饰件、紧固件，汽车配件、电工仪器仪表、纺织制成品、塑料制品、橡胶制品制造、销售、设计、研发、技术咨询、技术服务，儿童座椅的设计、研发、生产、销售。货物和技术的进出口。货运；普通货运(凭有效许可证经营)。实际以在公司登记机关登记为准。
